1.530399999999999920e+02,1.514000000000000057e+02,1.549399999999999977e+02,1.525000000000000000e+02,1.485399999999999920e+02,1.485699999999999932e+02,1.473499999999999943e+02,1.468300000000000125e+02,1.465000000000000000e+02,1.887700000000000102e+02,1.596999999999999886e+02,1.545600000000000023e+02,1.569499999999999886e+02,1.297400000000000091e+02,7.765999999999999659e+01,1.145499999999999972e+02,8.340999999999999659e+01,9.792000000000000171e+01,8.770999999999999375e+01,4.393999999999999773e+01,2.473999999999999844e+01,2.603999999999999915e+01,2.662000000000000099e+01,2.700000000000000000e+01
2.678999999999999915e+01,2.619999999999999929e+01,2.589000000000000057e+01,2.785000000000000142e+01,6.239999999999999858e+01,4.264000000000000057e+01,2.682000000000000028e+01,2.475000000000000000e+01,2.726000000000000156e+01,2.505999999999999872e+01,2.675000000000000000e+01,2.596999999999999886e+01,2.555999999999999872e+01,2.753999999999999915e+01,2.630999999999999872e+01,8.629000000000000625e+01,8.754000000000000625e+01,1.281699999999999875e+02,1.183199999999999932e+02,9.109999999999999432e+01,1.544099999999999966e+02,7.929000000000000625e+01,3.169000000000000128e+01,4.463000000000000256e+01
2.025000000000000000e+02,1.738000000000000114e+02,1.432400000000000091e+02,1.417199999999999989e+02,1.421999999999999886e+02,1.407100000000000080e+02,1.415200000000000102e+02,1.395699999999999932e+02,1.442299999999999898e+02,1.600200000000000102e+02,1.138799999999999955e+02,1.203799999999999955e+02,2.439900000000000091e+02,2.126999999999999886e+02,1.207900000000000063e+02,5.275999999999999801e+01,1.973899999999999864e+02,1.644799999999999898e+02,1.563300000000000125e+02,1.712400000000000091e+02,8.990999999999999659e+01,2.873000000000000043e+01,2.517999999999999972e+01,3.210999999999999943e+01
1.180799999999999983e+02,1.432100000000000080e+02,1.436800000000000068e+02,1.449399999999999977e+02,1.438199999999999932e+02,1.444399999999999977e+02,1.420699999999999932e+02,1.410900000000000034e+02,1.390200000000000102e+02,1.418499999999999943e+02,1.593600000000000136e+02,2.135000000000000142e+01,2.126000000000000156e+01,2.051000000000000156e+01,2.264000000000000057e+01,2.867000000000000171e+01,5.018999999999999773e+01,1.344399999999999977e+02,1.439799999999999898e+02,1.223299999999999983e+02,1.785399999999999920e+02,1.604600000000000080e+02,1.430800000000000125e+02,1.043299999999999983e+02
8.957999999999999829e+01,2.601000000000000156e+01,2.000000000000000000e+01,1.876999999999999957e+01,1.821000000000000085e+01,2.012000000000000099e+01,1.792000000000000171e+01,2.021999999999999886e+01,1.771999999999999886e+01,3.739000000000000057e+01,9.153000000000000114e+01,1.555300000000000011e+02,2.401800000000000068e+02,1.134300000000000068e+02,1.019699999999999989e+02,6.892000000000000171e+01,5.288000000000000256e+01,5.393999999999999773e+01,5.132999999999999829e+01,1.100400000000000063e+02,6.090999999999999659e+01,6.075000000000000000e+01,3.069999999999999929e+01,3.032000000000000028e+01
5.418999999999999773e+01,1.778999999999999915e+01,2.114000000000000057e+01,1.792000000000000171e+01,2.135000000000000142e+01,1.712000000000000099e+01,2.030000000000000071e+01,1.876000000000000156e+01,1.860000000000000142e+01,2.253999999999999915e+01,6.249000000000000199e+01,6.410999999999999943e+01,3.309000000000000341e+01,1.999199999999999875e+02,1.519900000000000091e+02,2.262500000000000000e+02,1.368499999999999943e+02,1.442800000000000011e+02,3.126899999999999977e+02,1.749900000000000091e+02,2.113899999999999864e+02,2.843000000000000114e+02,1.277300000000000040e+02,8.782999999999999829e+01
8.162999999999999545e+01,8.104000000000000625e+01,8.309000000000000341e+01,8.140999999999999659e+01,8.254999999999999716e+01,6.626999999999999602e+01,2.808999999999999986e+01,6.075999999999999801e+01,1.283700000000000045e+02,9.987999999999999545e+01,7.779999999999999716e+01,7.051000000000000512e+01,1.973999999999999844e+01,3.859000000000000341e+01,1.110499999999999972e+02,1.131099999999999994e+02,1.273499999999999943e+02,1.138900000000000006e+02,1.744799999999999898e+02,1.676399999999999864e+02,2.055000000000000000e+02,1.504600000000000080e+02,5.820000000000000284e+01,1.996000000000000085e+01
1.619000000000000128e+01,1.871000000000000085e+01,1.723999999999999844e+01,2.817999999999999972e+01,3.967000000000000171e+01,1.646999999999999886e+01,6.740999999999999659e+01,1.432199999999999989e+02,1.281399999999999864e+02,1.120999999999999943e+02,8.095000000000000284e+01,5.607999999999999829e+01,1.662000000000000099e+01,1.808999999999999986e+01,1.600000000000000000e+01,3.389000000000000057e+01,8.828000000000000114e+01,1.263799999999999955e+02,1.423799999999999955e+02,1.372500000000000000e+02,1.926399999999999864e+02,1.975500000000000114e+02,7.748000000000000398e+01,9.814000000000000057e+01
3.107000000000000028e+01,3.922999999999999687e+01,2.042000000000000171e+01,1.616000000000000014e+01,2.080999999999999872e+01,1.607999999999999829e+01,5.385999999999999943e+01,1.417700000000000102e+02,1.783799999999999955e+02,1.197099999999999937e+02,8.562999999999999545e+01,2.382500000000000000e+02,8.584999999999999432e+01,3.322999999999999687e+01,1.017199999999999989e+02,7.746999999999999886e+01,4.100999999999999801e+01,1.094599999999999937e+02,2.018600000000000136e+02,1.914099999999999966e+02,1.760399999999999920e+02,1.016800000000000068e+02,5.110999999999999943e+01,2.257000000000000028e+01
2.019000000000000128e+01,1.527999999999999936e+01,1.851999999999999957e+01,5.353000000000000114e+01,1.623000000000000043e+01,1.785999999999999943e+01,4.417999999999999972e+01,1.621299999999999955e+02,1.503199999999999932e+02,8.220999999999999375e+01,8.218000000000000682e+01,6.910999999999999943e+01,1.801999999999999957e+01,2.371000000000000085e+01,1.962999999999999901e+01,3.250000000000000000e+01,1.567899999999999920e+02,1.942899999999999920e+02,2.321500000000000057e+02,2.870500000000000114e+02,2.223799999999999955e+02,1.728199999999999932e+02,8.689000000000000057e+01,7.723000000000000398e+01
